"","uf","tipo_doenca","local_obito","faixa_etaria","sexo","total"
"806","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","M",10
"807","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","F",223
"808","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","M",349
"809","MG","Outras doenças respiratórias","IGNORADO","40 - 79","F",1
"810","MG","Outras doenças respiratórias","IGNORADO","40 - 79","M",19
"811","MG","Outras doenças respiratórias","OUTRO","40 - 79","F",1
"812","MG","Outras doenças respiratórias","OUTRO","40 - 79","M",3
"813","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",8
"814","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",26
"815","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","F",2
"816","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","M",3
"817","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","F",350
"818","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","M",461
"819","MG","Outras doenças respiratórias","IGNORADO","40 - 79","F",13
"820","MG","Outras doenças respiratórias","IGNORADO","40 - 79","M",13
"821","MG","Outras doenças respiratórias","OUTRO","40 - 79","M",1
"822","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",12
"823","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",23
"824","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","F",1
"825","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","M",4
"826","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","F",15
"827","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","M",13
"828","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",3
"829","MS","Outras doenças","DOMICILIO","40 - 79","F",36
"830","MS","Outras doenças","DOMICILIO","40 - 79","M",119
"831","MS","Outras doenças","HOSPITAL","40 - 79","F",132
"832","MS","Outras doenças","HOSPITAL","40 - 79","M",197
"833","MS","Outras doenças","OUTRO","40 - 79","F",6
"834","MS","Outras doenças","OUTRO","40 - 79","M",18
"835","MS","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","F",1
"836","MS","Outras doenças","POSTO_SAUDE","40 - 79","F",5
"837","MS","Outras doenças","POSTO_SAUDE","40 - 79","M",6
"838","MS","Outras doenças","VIA_PUBLICA","40 - 79","F",6
"839","MS","Outras doenças","VIA_PUBLICA","40 - 79","M",11
"840","MS","COVID-19","HOSPITAL","40 - 79","F",7
"841","MS","COVID-19","HOSPITAL","40 - 79","M",8
"842","MS","COVID-19","POSTO_SAUDE","40 - 79","F",1
"843","MS","COVID-19","VIA_PUBLICA","40 - 79","M",1
"844","MS","Outras doenças","DOMICILIO","40 - 79","F",1
"845","MS","Outras doenças","DOMICILIO","40 - 79","M",2
"846","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","F",4
"847","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","M",10
"848","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","F",30
"849","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","M",33
"850","MS","Outras doenças respiratórias","OUTRO","40 - 79","M",1
"851","MS","Outras doenças respiratórias","VIA_PUBLICA","40 - 79","M",1
"852","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","F",1
"853","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","M",2
"854","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","F",40
"855","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","M",78
"856","MS","Outras doenças respiratórias","OUTRO","40 - 79","M",1
"857","MS","Outras doenças respiratórias","POSTO_SAUDE","40 - 79","M",1
"858","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","M",1
"859","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","F",37
"860","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","M",53
"861","MS","Outras doenças respiratórias","OUTRO","40 - 79","M",1
"862","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","F",2
"863","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","M",3
"864","RJ","Outras doenças","DOMICILIO","40 - 79","F",350
"866","RJ","Outras doenças","DOMICILIO","40 - 79","M",740
"867","RJ","Outras doenças","HOSPITAL","40 - 79","F",1301
"868","RJ","Outras doenças","HOSPITAL","40 - 79","M",1612
"869","RJ","Outras doenças","IGNORADO","40 - 79","F",4
"870","RJ","Outras doenças","IGNORADO","40 - 79","M",6
"871","RJ","Outras doenças","OUTRO","40 - 79","F",18
"873","RJ","Outras doenças","OUTRO","40 - 79","M",84
"874","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","F",329
"875","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","M",474
"876","RJ","Outras doenças","VIA_PUBLICA","40 - 79","F",9
"877","RJ","Outras doenças","VIA_PUBLICA","40 - 79","M",53
"878","RJ","COVID-19","DOMICILIO","40 - 79","F",7
"879","RJ","COVID-19","DOMICILIO","40 - 79","M",19
"880","RJ","COVID-19","HOSPITAL","40 - 79","F",551
"881","RJ","COVID-19","HOSPITAL","40 - 79","M",932
"882","RJ","COVID-19","IGNORADO","40 - 79","M",1
"883","RJ","COVID-19","OUTRO","40 - 79","F",1
"884","RJ","COVID-19","OUTRO","40 - 79","M",3
"885","RJ","COVID-19","OUTROS_SERVICOS_SAUDE","40 - 79","F",97
"886","RJ","COVID-19","OUTROS_SERVICOS_SAUDE","40 - 79","M",137
"887","RJ","COVID-19","VIA_PUBLICA","40 - 79","M",1
"888","RJ","Outras doenças","DOMICILIO","40 - 79","F",11
"889","RJ","Outras doenças","DOMICILIO","40 - 79","M",26
"890","RJ","Outras doenças","HOSPITAL","40 - 79","F",15
"891","RJ","Outras doenças","HOSPITAL","40 - 79","M",28
"892","RJ","Outras doenças","OUTRO","40 - 79","F",2
"893","RJ","Outras doenças","OUTRO","40 - 79","M",3
"894","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","F",14
"895","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","M",13
"896","RJ","Outras doenças","VIA_PUBLICA","40 - 79","M",5
"897","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","F",28
"898","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","M",31
"899","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","F",256
"900","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","M",287
"901","RJ","Outras doenças respiratórias","IGNORADO","40 - 79","M",1
"902","RJ","Outras doenças respiratórias","OUTRO","40 - 79","F",1
"903","RJ","Outras doenças respiratórias","OUTRO","40 - 79","M",2
"904","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",44
"905","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",79
"906","RJ","Outras doenças respiratórias","VIA_PUBLICA","40 - 79","M",3
"907","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","F",9
"908","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","M",14
"909","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","F",354
"910","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","M",514
"911","RJ","Outras doenças respiratórias","IGNORADO","40 - 79","F",1
"912","RJ","Outras doenças respiratórias","OUTRO","40 - 79","F",2
"913","RJ","Outras doenças respiratórias","OUTRO","40 - 79","M",1
"914","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",65
"915","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",95
"916","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","F",6
"917","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","M",8
"918","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","F",397
"919","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","M",480
"920","RJ","Outras doenças respiratórias","IGNORADO","40 - 79","F",2
"921","RJ","Outras doenças respiratórias","IGNORADO","40 - 79","M",1
"922","RJ","Outras doenças respiratórias","OUTRO","40 - 79","M",1
"923","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",41
"924","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",53
"925","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","F",2
"926","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","M",3
"927","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","F",37
"928","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","M",73
"929","RJ","Outras doenças respiratórias","OUTRO","40 - 79","M",1
"930","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",11
"931","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",18
"932","DF","Outras doenças","DOMICILIO","40 - 79","F",51
"933","DF","Outras doenças","DOMICILIO","40 - 79","M",75
"934","DF","Outras doenças","HOSPITAL","40 - 79","F",188
"935","DF","Outras doenças","HOSPITAL","40 - 79","M",266
"936","DF","Outras doenças","OUTRO","40 - 79","F",6
"937","DF","Outras doenças","OUTRO","40 - 79","M",18
"938","DF","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","F",4
"939","DF","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","M",11
"940","DF","Outras doenças","VIA_PUBLICA","40 - 79","M",11
"941","DF","COVID-19","DOMICILIO","40 - 79","F",3
"942","DF","COVID-19","HOSPITAL","40 - 79","F",75
"943","DF","COVID-19","HOSPITAL","40 - 79","M",108
"944","DF","COVID-19","OUTRO","40 - 79","F",1
"945","DF","COVID-19","OUTRO","40 - 79","M",2
"946","DF","COVID-19","OUTROS_SERVICOS_SAUDE","40 - 79","M",3
"947","DF","Outras doenças","DOMICILIO","40 - 79","M",1
"948","DF","Outras doenças","HOSPITAL","40 - 79","F",1
"949","DF","Outras doenças","HOSPITAL","40 - 79","M",3
"950","DF","Outras doenças respiratórias","DOMICILIO","40 - 79","F",5
"951","DF","Outras doenças respiratórias","DOMICILIO","40 - 79","M",12
"952","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","F",28
"953","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","M",45
"954","DF","Outras doenças respiratórias","OUTRO","40 - 79","F",3
"955","DF","Outras doenças respiratórias","OUTRO","40 - 79","M",2
"956","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",2
"957","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",7
"958","DF","Outras doenças respiratórias","DOMICILIO","40 - 79","F",4
"959","DF","Outras doenças respiratórias","DOMICILIO","40 - 79","M",4
"960","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","F",83
"961","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","M",111
"962","DF","Outras doenças respiratórias","OUTRO","40 - 79","M",5
"963","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",6
"964","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",4
"965","DF","Outras doenças respiratórias","DOMICILIO","40 - 79","F",4
"966","DF","Outras doenças respiratórias","DOMICILIO","40 - 79","M",5
"967","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","F",83
"968","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","M",105
"969","DF","Outras doenças respiratórias","OUTRO","40 - 79","F",1
"970","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",1
"971","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",3
"972","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","F",4
"973","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","M",2
"974","MG","Outras doenças","DOMICILIO","40 - 79","F",663
"976","MG","Outras doenças","DOMICILIO","40 - 79","M",1147
"977","MG","Outras doenças","HOSPITAL","40 - 79","F",1415
"978","MG","Outras doenças","HOSPITAL","40 - 79","M",2035
"979","MG","Outras doenças","IGNORADO","40 - 79","F",53
"980","MG","Outras doenças","IGNORADO","40 - 79","M",80
"981","MG","Outras doenças","OUTRO","40 - 79","F",30
"982","MG","Outras doenças","OUTRO","40 - 79","M",108
"983","MG","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","F",152
"984","MG","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","M",281
"985","MG","Outras doenças","POSTO_SAUDE","40 - 79","M",1
"986","MG","Outras doenças","VIA_PUBLICA","40 - 79","F",28
"987","MG","Outras doenças","VIA_PUBLICA","40 - 79","M",87
"988","MG","COVID-19","DOMICILIO","40 - 79","F",3
"989","MG","COVID-19","DOMICILIO","40 - 79","M",5
"990","MG","COVID-19","HOSPITAL","40 - 79","F",87
"991","MG","COVID-19","HOSPITAL","40 - 79","M",160
"992","MG","COVID-19","IGNORADO","40 - 79","F",2
"993","MG","COVID-19","IGNORADO","40 - 79","M",1
"994","MG","COVID-19","OUTRO","40 - 79","F",1
"995","MG","COVID-19","OUTRO","40 - 79","M",2
"996","MG","COVID-19","OUTROS_SERVICOS_SAUDE","40 - 79","F",4
"997","MG","COVID-19","OUTROS_SERVICOS_SAUDE","40 - 79","M",19
"998","MG","Outras doenças","DOMICILIO","40 - 79","F",18
"999","MG","Outras doenças","DOMICILIO","40 - 79","M",55
"1000","MG","Outras doenças","HOSPITAL","40 - 79","F",7
"1001","MG","Outras doenças","HOSPITAL","40 - 79","M",17
"1002","MG","Outras doenças","IGNORADO","40 - 79","F",2
"1003","MG","Outras doenças","IGNORADO","40 - 79","M",1
"1004","MG","Outras doenças","OUTRO","40 - 79","F",2
"1005","MG","Outras doenças","OUTRO","40 - 79","M",7
"1006","MG","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","F",3
"1007","MG","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","M",8
"1008","MG","Outras doenças","VIA_PUBLICA","40 - 79","F",1
"1009","MG","Outras doenças","VIA_PUBLICA","40 - 79","M",9
"1010","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","F",49
"1011","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","M",60
"1012","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","F",265
"1013","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","M",376
"1014","MG","Outras doenças respiratórias","IGNORADO","40 - 79","F",6
"1015","MG","Outras doenças respiratórias","IGNORADO","40 - 79","M",12
"1016","MG","Outras doenças respiratórias","OUTRO","40 - 79","F",4
"1017","MG","Outras doenças respiratórias","OUTRO","40 - 79","M",2
"1018","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",27
"1019","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",41
"1020","MG","Outras doenças respiratórias","VIA_PUBLICA","40 - 79","M",1
"1021","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","F",17
"1022","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","M",27
"1023","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","F",424
"1024","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","M",674
"1025","MG","Outras doenças respiratórias","IGNORADO","40 - 79","F",11
"1027","MG","Outras doenças respiratórias","IGNORADO","40 - 79","M",16
"1028","MG","Outras doenças respiratórias","OUTRO","40 - 79","F",3
"1029","MG","Outras doenças respiratórias","OUTRO","40 - 79","M",4
"1030","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",22
"1031","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",37
"1032","MG","Outras doenças respiratórias","VIA_PUBLICA","40 - 79","M",1
"1033","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","F",7
"1034","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","M",12
"1035","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","F",685
"1036","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","M",726
"1037","MG","Outras doenças respiratórias","IGNORADO","40 - 79","F",13
"1038","MG","Outras doenças respiratórias","IGNORADO","40 - 79","M",17
"1039","MG","Outras doenças respiratórias","OUTRO","40 - 79","F",1
"1040","MG","Outras doenças respiratórias","OUTRO","40 - 79","M",3
"1041","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",36
"1042","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",39
"1043","MG","Outras doenças respiratórias","VIA_PUBLICA","40 - 79","M",1
"1044","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","F",4
"1045","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","M",7
"1046","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","F",11
"1047","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","M",23
"1048","MG","Outras doenças respiratórias","IGNORADO","40 - 79","F",3
"1049","MG","Outras doenças respiratórias","OUTRO","40 - 79","M",1
"1050","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",2
"1051","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",5
"1052","MS","Outras doenças","DOMICILIO","40 - 79","F",68
"1053","MS","Outras doenças","DOMICILIO","40 - 79","M",137
"1054","MS","Outras doenças","HOSPITAL","40 - 79","F",180
"1055","MS","Outras doenças","HOSPITAL","40 - 79","M",310
"1056","MS","Outras doenças","OUTRO","40 - 79","F",2
"1057","MS","Outras doenças","OUTRO","40 - 79","M",15
"1058","MS","Outras doenças","POSTO_SAUDE","40 - 79","F",4
"1059","MS","Outras doenças","POSTO_SAUDE","40 - 79","M",3
"1060","MS","Outras doenças","VIA_PUBLICA","40 - 79","F",2
"1061","MS","Outras doenças","VIA_PUBLICA","40 - 79","M",16
"1062","MS","COVID-19","DOMICILIO","40 - 79","M",2
"1063","MS","COVID-19","HOSPITAL","40 - 79","F",13
"1064","MS","COVID-19","HOSPITAL","40 - 79","M",17
"1065","MS","Outras doenças","DOMICILIO","40 - 79","F",3
"1066","MS","Outras doenças","VIA_PUBLICA","40 - 79","M",1
"1067","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","F",5
"1068","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","M",11
"1069","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","F",45
"1070","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","M",75
"1071","MS","Outras doenças respiratórias","OUTRO","40 - 79","M",3
"1072","MS","Outras doenças respiratórias","POSTO_SAUDE","40 - 79","F",1
"1073","MS","Outras doenças respiratórias","VIA_PUBLICA","40 - 79","F",1
"1074","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","F",5
"1075","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","M",1
"1076","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","F",80
"1077","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","M",147
"1078","MS","Outras doenças respiratórias","POSTO_SAUDE","40 - 79","F",1
"1079","MS","Outras doenças respiratórias","POSTO_SAUDE","40 - 79","M",1
"1080","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","F",65
"1081","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","M",102
"1082","MS","Outras doenças respiratórias","OUTRO","40 - 79","M",1
"1083","MS","Outras doenças respiratórias","POSTO_SAUDE","40 - 79","F",1
"1084","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","F",1
"1085","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","M",7
"1086","RJ","Outras doenças","DOMICILIO","40 - 79","F",697
"1087","RJ","Outras doenças","DOMICILIO","40 - 79","M",1251
"1088","RJ","Outras doenças","HOSPITAL","40 - 79","F",2118
"1090","RJ","Outras doenças","HOSPITAL","40 - 79","M",2652
"1091","RJ","Outras doenças","IGNORADO","40 - 79","F",4
"1092","RJ","Outras doenças","IGNORADO","40 - 79","M",12
"1093","RJ","Outras doenças","OUTRO","40 - 79","F",28
"1094","RJ","Outras doenças","OUTRO","40 - 79","M",102
"1095","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","F",555
"1096","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","M",719
"1097","RJ","Outras doenças","VIA_PUBLICA","40 - 79","F",12
"1098","RJ","Outras doenças","VIA_PUBLICA","40 - 79","M",64
"1099","RJ","COVID-19","DOMICILIO","40 - 79","F",14
"1100","RJ","COVID-19","DOMICILIO","40 - 79","M",24
"1101","RJ","COVID-19","HOSPITAL","40 - 79","F",1049
"1102","RJ","COVID-19","HOSPITAL","40 - 79","M",1567
"1103","RJ","COVID-19","IGNORADO","40 - 79","F",2
"1104","RJ","COVID-19","IGNORADO","40 - 79","M",1
"1105","RJ","COVID-19","OUTRO","40 - 79","F",2
"1106","RJ","COVID-19","OUTRO","40 - 79","M",5
"1107","RJ","COVID-19","OUTROS_SERVICOS_SAUDE","40 - 79","F",152
"1108","RJ","COVID-19","OUTROS_SERVICOS_SAUDE","40 - 79","M",221
"1109","RJ","COVID-19","VIA_PUBLICA","40 - 79","F",1
"1110","RJ","Outras doenças","DOMICILIO","40 - 79","F",20
"1111","RJ","Outras doenças","DOMICILIO","40 - 79","M",35
"1112","RJ","Outras doenças","HOSPITAL","40 - 79","F",44
"1113","RJ","Outras doenças","HOSPITAL","40 - 79","M",43
"1114","RJ","Outras doenças","OUTRO","40 - 79","F",3
"1115","RJ","Outras doenças","OUTRO","40 - 79","M",2
"1116","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","F",24
"1117","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","M",24
"1118","RJ","Outras doenças","VIA_PUBLICA","40 - 79","M",1
"1119","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","F",52
"1120","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","M",62
"1121","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","F",448
"1122","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","M",472
"1123","RJ","Outras doenças respiratórias","OUTRO","40 - 79","F",2
"1124","RJ","Outras doenças respiratórias","OUTRO","40 - 79","M",3
"1125","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",116
"1126","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",134
"1127","RJ","Outras doenças respiratórias","VIA_PUBLICA","40 - 79","F",1
"1128","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","F",13
"1129","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","M",42
"1130","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","F",732
"1131","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","M",998
"1132","RJ","Outras doenças respiratórias","IGNORADO","40 - 79","M",2
"1133","RJ","Outras doenças respiratórias","OUTRO","40 - 79","F",5
"1134","RJ","Outras doenças respiratórias","OUTRO","40 - 79","M",5
"1135","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",112
"1136","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",183
"1137","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","F",6
"1138","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","M",15
"1139","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","F",786
"1140","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","M",970
"1141","RJ","Outras doenças respiratórias","IGNORADO","40 - 79","F",1
"1142","RJ","Outras doenças respiratórias","IGNORADO","40 - 79","M",1
"1143","RJ","Outras doenças respiratórias","OUTRO","40 - 79","F",1
"1144","RJ","Outras doenças respiratórias","OUTRO","40 - 79","M",4
"1145","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",96
"1147","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",119
"1148","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","F",2
"1149","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","M",3
"1150","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","F",88
"1151","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","M",121
"1152","RJ","Outras doenças respiratórias","IGNORADO","40 - 79","F",2
"1153","RJ","Outras doenças respiratórias","OUTRO","40 - 79","M",1
"1154","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",13
"1155","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",31
"1156","DF","Outras doenças","DOMICILIO","40 - 79","F",77
"1157","DF","Outras doenças","DOMICILIO","40 - 79","M",86
"1158","DF","Outras doenças","HOSPITAL","40 - 79","F",236
"1159","DF","Outras doenças","HOSPITAL","40 - 79","M",253
"1160","DF","Outras doenças","OUTRO","40 - 79","F",15
"1161","DF","Outras doenças","OUTRO","40 - 79","M",20
"1162","DF","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","F",6
"1163","DF","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","M",6
"1164","DF","Outras doenças","VIA_PUBLICA","40 - 79","F",1
"1165","DF","Outras doenças","VIA_PUBLICA","40 - 79","M",3
"1166","DF","COVID-19","DOMICILIO","40 - 79","F",3
"1167","DF","COVID-19","DOMICILIO","40 - 79","M",2
"1168","DF","COVID-19","HOSPITAL","40 - 79","F",74
"1169","DF","COVID-19","HOSPITAL","40 - 79","M",121
"1170","DF","COVID-19","OUTRO","40 - 79","F",2
"1171","DF","COVID-19","OUTRO","40 - 79","M",1
"1172","DF","COVID-19","OUTROS_SERVICOS_SAUDE","40 - 79","M",3
"1173","DF","Outras doenças","DOMICILIO","40 - 79","F",2
"1174","DF","Outras doenças","DOMICILIO","40 - 79","M",2
"1175","DF","Outras doenças","HOSPITAL","40 - 79","F",3
"1176","DF","Outras doenças","HOSPITAL","40 - 79","M",3
"1177","DF","Outras doenças respiratórias","DOMICILIO","40 - 79","F",9
"1178","DF","Outras doenças respiratórias","DOMICILIO","40 - 79","M",9
"1179","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","F",38
"1180","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","M",31
"1181","DF","Outras doenças respiratórias","OUTRO","40 - 79","M",1
"1182","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",2
"1183","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",2
"1184","DF","Outras doenças respiratórias","DOMICILIO","40 - 79","F",3
"1185","DF","Outras doenças respiratórias","DOMICILIO","40 - 79","M",6
"1186","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","F",158
"1187","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","M",147
"1188","DF","Outras doenças respiratórias","OUTRO","40 - 79","F",1
"1189","DF","Outras doenças respiratórias","OUTRO","40 - 79","M",4
"1190","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",9
"1191","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",6
"1192","DF","Outras doenças respiratórias","DOMICILIO","40 - 79","F",2
"1193","DF","Outras doenças respiratórias","DOMICILIO","40 - 79","M",9
"1194","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","F",108
"1195","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","M",107
"1196","DF","Outras doenças respiratórias","OUTRO","40 - 79","F",6
